POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
208791	499.76	641.75	544.21	626.19	314.16	860.56
182803	458.17	589.95	521.68	545.24	255.42	815.87
789292	1419.8	1933.59	1081.56	2355.96	1675.11	1646.21
223532	477.89	612.51	554.74	550.97	250.05	875.4
533118	1349.31	1733.19	1380.73	1773.19	1033.25	2107.98
699302	1227.47	1695.81	901.58	2098.72	1402.67	1405.07
348310	851.2	1107.83	788.93	1218.49	799.02	1184.49
222758	567.83	734.58	558.77	778.48	490.87	826.62
275050	724.88	943.25	783.56	922.82	483.66	1200.61
339118	844.34	1104.5	788.34	1205.58	774.06	1170.99
267310	609.62	782.63	695.58	728.02	337.22	1094.57
3335984	5446.34	7599.78	2777.9	10645.55	8234.27	3409.11
321132	796.25	1019.45	831.54	1021.71	581.37	1255
569008	1401.38	1828.07	1328.94	2012.67	1289.83	1960.94
223474	589.5	746.69	579.86	795.07	497.16	842.76
415530	1206.85	1541.69	1381.87	1417.18	590.09	2312.5
