POP	PLE1	PLE2	PLE3	PLE4	PLE5	PLE6
716 	0.12 	0.05 	0.18 	0.00 	0.17 	0.00 
476 	0.08 	0.04 	0.12 	0.00 	0.11 	0.00 
499 	0.08 	0.04 	0.12 	0.00 	0.11 	0.00 
778 	0.13 	0.06 	0.18 	0.00 	0.18 	0.00 
37047 	5.35 	2.33 	7.71 	0.00 	7.33 	0.00 
125 	0.02 	0.01 	0.03 	0.00 	0.03 	0.00 
18252 	3.03 	1.31 	4.37 	0.00 	4.17 	0.00 
2576 	0.42 	0.18 	0.60 	0.00 	0.58 	0.00 
1321 	0.22 	0.10 	0.32 	0.00 	0.30 	0.00 
821 	0.14 	0.06 	0.20 	0.00 	0.19 	0.00 
917 	0.15 	0.07 	0.22 	0.00 	0.21 	0.00 
4334 	0.67 	0.29 	0.96 	0.00 	0.92 	0.00 
20260 	0.51 	0.22 	0.74 	0.00 	0.71 	0.00 
1604 	0.27 	0.12 	0.39 	0.00 	0.37 	0.00 
11298 	1.86 	0.81 	2.69 	0.00 	2.59 	0.00 
3454 	0.59 	0.26 	0.85 	0.00 	0.82 	0.00 
231 	0.04 	0.02 	0.06 	0.00 	0.05 	0.00 
1549 	0.02 	0.01 	0.03 	0.00 	0.03 	0.00 
401949 	31.53 	13.77 	45.28 	0.00 	43.41 	0.00 
296 	0.04 	0.02 	0.06 	0.00 	0.06 	0.00 
52640 	3.84 	1.69 	5.52 	0.00 	5.33 	0.00 
13833 	1.97 	0.86 	2.83 	0.00 	2.76 	0.00 
167718 	3.90 	1.71 	5.62 	0.00 	5.46 	0.00 
72904 	0.96 	0.42 	1.38 	0.00 	1.32 	0.00 
5543 	0.79 	0.35 	1.14 	0.00 	1.10 	0.00 
42184 	3.07 	1.36 	4.43 	0.00 	4.29 	0.00 
18371 	2.65 	1.17 	3.83 	0.00 	3.67 	0.00 
14745 	1.30 	0.56 	1.87 	0.00 	1.80 	0.00 
207937 	2.68 	1.19 	3.90 	0.00 	3.72 	0.00 
201684 	6.59 	2.88 	9.52 	0.00 	9.18 	0.00 
64672 	2.89 	1.27 	4.17 	0.00 	4.05 	0.00 
85065 	7.16 	3.11 	10.36 	0.00 	9.94 	0.00 
8271 	1.19 	0.52 	1.72 	0.00 	1.65 	0.00 
75845 	6.95 	3.05 	10.05 	0.00 	9.74 	0.00 
46487 	2.98 	1.32 	4.33 	0.00 	4.20 	0.00 
152821 	1.99 	0.87 	2.88 	0.00 	2.73 	0.00 
23816 	2.81 	1.22 	4.05 	0.00 	3.87 	0.00 
116844 	1.53 	0.66 	2.21 	0.00 	2.11 	0.00 
121164 	1.56 	0.68 	2.25 	0.00 	2.15 	0.00 
73794 	1.99 	0.88 	2.88 	0.00 	2.81 	0.00 
104475 	11.33 	5.01 	16.39 	0.00 	15.80 	0.00 
27053 	2.69 	1.16 	3.86 	0.00 	3.71 	0.00 
8207 	1.19 	0.52 	1.72 	0.00 	1.65 	0.00 
400003 	6.52 	2.85 	9.38 	0.00 	8.91 	0.00 
44836 	0.59 	0.26 	0.86 	0.00 	0.81 	0.00 
234497 	5.94 	2.60 	8.56 	0.00 	8.25 	0.00 
248620 	3.19 	1.38 	4.59 	0.00 	4.40 	0.00 
61651 	5.62 	2.43 	8.07 	0.00 	7.78 	0.00 
5986 	0.84 	0.37 	1.20 	0.00 	1.16 	0.00 
7180 	1.05 	0.46 	1.51 	0.00 	1.44 	0.00 
220178 	5.25 	2.28 	7.56 	0.00 	7.30 	0.00 
3510 	0.50 	0.22 	0.71 	0.00 	0.69 	0.00 
11681 	1.08 	0.48 	1.57 	0.00 	1.51 	0.00 
101707 	8.60 	3.84 	12.48 	0.00 	12.08 	0.00 
5770 	0.86 	0.37 	1.24 	0.00 	1.19 	0.00 
1019 	0.15 	0.07 	0.22 	0.00 	0.21 	0.00 
15012 	1.81 	0.81 	2.61 	0.00 	2.51 	0.00 
8154 	1.19 	0.52 	1.70 	0.00 	1.64 	0.00 
6330 	0.91 	0.40 	1.31 	0.00 	1.25 	0.00 
1193 	0.17 	0.08 	0.25 	0.00 	0.24 	0.00 
64912 	4.91 	2.15 	7.08 	0.00 	6.79 	0.00 
3799 	0.54 	0.23 	0.78 	0.00 	0.75 	0.00 
3193 	0.46 	0.20 	0.66 	0.00 	0.63 	0.00 
5828 	0.82 	0.36 	1.18 	0.00 	1.14 	0.00 
2562 	0.37 	0.16 	0.52 	0.00 	0.50 	0.00 
7782 	1.14 	0.50 	1.65 	0.00 	1.56 	0.00 
164355 	2.91 	1.28 	4.22 	0.00 	4.04 	0.00 
